id d1 d2 d3 c1 c2 c3 c4
312 0.17303997692141643 -0.4720883028231055 1.9976250581648274 blue-collar single primary no
313 0.17303997692141643 -0.4720883028231055 0.8006788897693066 management married tertiary no
316 0.4567268144634414 -0.41227383281653407 -0.8003809367661806 blue-collar married secondary no
321 -0.39433369816263353 -0.4950171829922912 -0.4116620846505936 blue-collar married secondary no
322 1.7805987229928912 -0.41327074064997693 -0.7118608021259974 self-employed single tertiary no
331 -1.1508319316080335 -0.19760634601517227 -0.18843739729708817 technician single tertiary no
334 -1.0562696524273585 -0.3318566009188103 0.1310048277087903 management single tertiary yes
342 1.7805987229928912 -0.4727529080454007 -0.4347542936871631 management single tertiary no
348 0.26760225610209143 -0.4727529080454007 -0.40396468163840377 admin. married secondary no
350 -0.9617073732466834 0.07886942645964667 0.3003476939769668 blue-collar married secondary no
351 -0.5834582565239835 -0.4621192244886769 -0.3231419500104104 management married tertiary no
359 -1.4345187691500585 0.3819294078262751 1.370286712671355 student single secondary no
364 0.36216453528276643 1.3382963227091225 -0.29235233796165105 management married tertiary no
365 -1.7182056066920834 -0.21355687135025797 0.011695081019847741 student single secondary no
372 -0.2997714189819585 -0.5192752736060674 0.7390996656717879 services married secondary no
377 -0.39433369816263353 -0.3421579818643865 1.166305532848324 management married tertiary yes
385 0.36216453528276643 -0.45248244876539595 -0.6002484584492447 blue-collar married primary no
387 0.6458513728247914 -0.3723975194788198 -0.21537830783975262 technician married secondary no
391 -1.2453942107887084 -0.4727529080454007 0.44659835120857383 blue-collar single primary no
392 2.158847839715591 0.49856762433908935 -0.5540640403761057 retired married unknown no
395 -0.016084581439933555 -0.3770497560348865 -0.16534518826051864 technician married secondary no
396 -0.6780205357046585 -0.26905140741191036 -0.7080121006199025 admin. married secondary no
399 -0.20520913980128352 2.0809926586240506 0.8815016213972999 blue-collar married primary no
405 0.36216453528276643 0.5567205812899226 -0.40396468163840377 self-employed married secondary no
411 -0.6780205357046585 -0.4109446223719436 0.3003476939769668 blue-collar single secondary no
418 -0.20520913980128352 -0.4172583719837484 0.25416327590382776 self-employed married secondary no
421 -0.39433369816263353 -0.305936997249296 1.1047263087508055 management married tertiary no
425 -1.1508319316080335 -0.15706542745516275 -0.4963335177846819 blue-collar single primary no
440 -0.39433369816263353 0.9571452277228034 -0.36932636808354946 admin. divorced tertiary no
452 -1.3399564899693834 0.0512883097343943 0.00784637951375282 technician married secondary no
455 0.07847769774074144 -0.43387350254112933 -0.4501490997115428 blue-collar married secondary no
456 -0.6780205357046585 1.3422839540428937 0.6390334265133198 self-employed single tertiary yes
464 -0.8671450940660085 -0.1773358867351675 -0.3038984424799358 blue-collar married secondary yes
477 3.388157469064366 2.1198720641283217 0.6043951129584656 retired married tertiary yes
481 1.4023496062701912 -0.39399718920341503 -0.10761466566909482 management single secondary no
484 1.2132250479088413 -0.4544762644322817 -0.5848536524248651 management married tertiary no
485 1.3077873270895164 -0.4275597529293246 -0.9581776985160724 housemaid married primary no
494 0.26760225610209143 -0.3916710709253817 5.661588891967193 technician single secondary yes
502 -0.9617073732466834 -0.4684329741004817 -0.5925510554370549 management married tertiary no
507 0.07847769774074144 -0.35312396803225793 -0.5925510554370549 self-employed divorced tertiary no
514 -0.48889597734330853 -0.5993602028926436 -0.9004471759246486 management married tertiary no
522 0.17303997692141643 -0.22751358101845798 1.2355821599580328 admin. divorced secondary no
529 -0.11064686062060855 0.053614428012427634 1.5280834744212466 management married tertiary no
546 0.5512890936441164 -0.4720883028231055 -0.10761466566909482 self-employed married secondary no
549 -1.2453942107887084 -0.34714252103160076 0.3157425000013465 student single secondary no
553 0.07847769774074144 0.16925573669179902 -0.27695753193727135 self-employed married tertiary no
558 -0.016084581439933555 -0.23349502801911512 1.4895964593602975 blue-collar married secondary yes
564 -0.5834582565239835 -0.5854034932244435 0.48123666476342813 blue-collar married secondary no
567 -0.48889597734330853 0.7271918208086512 0.3195912015074414 management divorced tertiary no
570 0.4567268144634414 -0.39233567614767695 0.2618606789160176 entrepreneur married unknown no
573 3.766406585787066 -0.4724206054342531 -0.7657426232113264 retired married secondary no
581 -1.2453942107887084 -0.39732021531489126 0.054030797586891874 technician single secondary yes
585 0.17303997692141643 -0.4601254088217912 -0.25771402440679675 management divorced tertiary no
590 0.36216453528276643 -0.361763835922096 -0.681071190077238 self-employed married tertiary no
594 -0.39433369816263353 -0.4727529080454007 -0.6002484584492447 unemployed single tertiary no
595 -1.2453942107887084 -0.12915200811876276 -0.5810049509187701 entrepreneur married unknown no
596 0.5512890936441164 -0.4059600832047293 -0.7926835337539908 housemaid married primary no
604 0.07847769774074144 -0.4727529080454007 -0.7426504141747569 blue-collar married primary no
618 -1.0562696524273585 0.04896219145636097 -0.015245829522816707 technician married tertiary no
619 -0.5834582565239835 1.8699805005453125 -0.1614964867544237 technician married tertiary yes
622 -0.8671450940660085 -0.5006663273818007 0.6236386204889403 blue-collar single secondary no
626 -0.7725828148853335 2.66717446468845 0.63133602350113 management single tertiary no
628 0.36216453528276643 -0.44351027826441025 -0.438602995193258 technician married secondary no
633 3.955531144148416 -0.4727529080454007 -0.4770900102542073 retired married secondary no
645 0.4567268144634414 -0.29065107713650556 3.529408257590606 self-employed married secondary yes
646 1.4023496062701912 -0.3823665978132484 -0.6194919659797193 technician married tertiary no
648 -1.1508319316080335 -0.41360304326112457 -0.12685817319956944 entrepreneur married secondary no
652 0.8349759311861413 -0.45314705398769123 -0.7580452201991364 self-employed divorced tertiary no
666 -0.8671450940660085 -0.4727529080454007 -0.7618939217052314 management married tertiary no
668 1.3077873270895164 -0.4268951477070293 -0.22692441235803737 retired divorced secondary no
672 -0.8671450940660085 -0.44849481743162456 -0.40781338314449866 entrepreneur married unknown no
673 -0.7725828148853335 0.12805021290949428 -0.634886772004099 management married tertiary no
676 1.5914741646315413 -0.4720883028231055 -0.36932636808354946 management single tertiary no
681 -0.9617073732466834 -0.38934495264734836 -0.4155107861566885 technician married secondary no
682 -0.39433369816263353 0.9072998360506607 -0.881203668394174 self-employed married secondary no
686 0.5512890936441164 2.0886356186804456 -0.4116620846505936 management married tertiary no
688 3.671844306606391 1.6815649200246126 -0.5425179358578209 management married primary no
692 -0.7725828148853335 -0.273703643967977 -0.9042958774307435 blue-collar single primary no
694 0.7404136520054664 0.0024398258956943217 -0.12685817319956944 management married tertiary no
700 -1.1508319316080335 -0.47175600021195785 -0.31159584549212566 services married secondary no
701 -0.11064686062060855 -0.32487824608471033 1.412622429238399 technician single tertiary no
706 -0.7725828148853335 -0.4318796868742436 0.00014897650156297775 technician single tertiary no
709 0.07847769774074144 4.429375211604273 -0.6040971599553396 housemaid married primary no
719 -0.20520913980128352 -0.12549667939613895 0.10021521566003093 blue-collar married secondary no
744 -0.7725828148853335 0.8631035887680273 -0.049884143077671 management married tertiary no
746 -0.016084581439933555 -0.4863773151024531 -0.42320818916887837 technician single secondary no
748 -0.5834582565239835 0.4055228932177561 -0.019094531028911628 entrepreneur married primary no
756 0.6458513728247914 -0.08495576083612945 0.00014897650156297775 management married tertiary yes
760 1.6860364438122162 -0.20126167473779608 0.15409703674535982 admin. married secondary no
773 -0.7725828148853335 -0.4720883028231055 -0.5078796223029666 unemployed married secondary no
781 0.07847769774074144 -0.3557823889214389 -0.7118608021259974 blue-collar married secondary no
792 -1.4345187691500585 -0.380040479535215 -0.09606856115081006 student single secondary no
794 -1.1508319316080335 -0.17102213712336276 5.384482383528358 blue-collar single secondary yes
795 -1.0562696524273585 -0.41891988503948646 -0.30004974097384085 management single tertiary no
799 1.1186627687281663 -0.13646266556401038 0.2618606789160176 services divorced unknown no
802 -0.11064686062060855 -0.25908232907748174 -0.7311043096564721 management married secondary no
811 0.36216453528276643 -0.44351027826441025 0.2618606789160176 services divorced secondary no
816 -0.016084581439933555 -0.44716560698703406 -0.8003809367661806 technician married secondary no
817 -0.39433369816263353 -0.5538347451654198 -0.33083935302260026 services single secondary no
819 -1.3399564899693834 -0.4534793565988388 -0.5810049509187701 services married secondary no
823 0.17303997692141643 0.0021075232845467026 2.890523807578849 management married tertiary yes
827 -0.8671450940660085 -0.17966200501320084 -0.7080121006199025 blue-collar single primary no
837 -0.20520913980128352 1.8752973423236743 1.5511756834578163 services single secondary yes
842 -0.11064686062060855 0.1675942236360609 -0.7772887277296111 services divorced secondary no
844 -0.11064686062060855 -0.4511532383208055 -0.9581776985160724 services single secondary no
845 0.17303997692141643 -0.7824589416349815 1.166305532848324 technician married secondary no
846 -0.2997714189819585 0.9780802922251035 -0.29235233796165105 technician single secondary no
849 1.3077873270895164 -0.14842555956532466 0.3118937984952516 housemaid divorced primary yes
858 -0.6780205357046585 -0.4249013320401436 -0.6156432644736244 technician single tertiary no
863 0.7404136520054664 -0.3102569311942151 -0.6926172945955228 self-employed married primary no
879 -1.2453942107887084 -0.4119415302053865 -0.7772887277296111 technician single tertiary no
887 -0.016084581439933555 -0.36043462547750554 -0.681071190077238 blue-collar married secondary no
888 0.17303997692141643 -0.2211998314066532 0.19643275331240395 blue-collar married primary no
892 -1.3399564899693834 1.285460207536651 -0.27695753193727135 student single tertiary yes
894 -0.39433369816263353 -0.4727529080454007 -0.7195582051381872 technician married tertiary no
898 -0.5834582565239835 -0.20923693740533894 -0.6079458614614346 blue-collar married primary no
901 -1.0562696524273585 -0.47175600021195785 -0.8427166533332248 technician single tertiary no
904 0.36216453528276643 -0.6252798065621578 0.9392321439887238 management married tertiary no
905 -1.2453942107887084 -0.4069569910381722 -0.5232744283273463 services single secondary yes
907 -0.11064686062060855 -0.4528147513765436 -0.35393156205916976 management married tertiary no
908 -1.0562696524273585 0.6853216918040512 -0.4693926072420174 services single secondary no
910 -0.11064686062060855 -0.15640082223286753 -0.4770900102542073 blue-collar married secondary no
911 1.6860364438122162 0.001442918062251465 -0.4770900102542073 retired married primary no
912 0.17303997692141643 -0.1348011525082723 -0.02679193404110147 technician single tertiary no
918 -1.5290810483307333 -0.4667714610447436 -0.14995038223613896 admin. married secondary no
922 2.4425346772576164 4.9613916920516115 -0.1576477852483288 blue-collar married secondary no
933 -0.2997714189819585 -0.3527916654211103 1.2971613840555514 blue-collar married secondary no
935 0.4567268144634414 0.4922538747272846 0.050182096080796955 blue-collar married primary no
941 -0.6780205357046585 -0.4727529080454007 -0.007548426510626865 management married tertiary yes
942 -0.48889597734330853 -0.39898172837062934 0.2041301563245938 management married tertiary no
947 -0.11064686062060855 -0.17766818934631512 -0.36547766657745456 services single secondary no
963 -0.6780205357046585 0.7644097132571845 -0.835019250321035 blue-collar single secondary no
965 -0.7725828148853335 0.5716741987915656 0.6043951129584656 management single tertiary yes
983 -0.39433369816263353 -0.44650100176473884 -0.28080623344336625 technician divorced secondary no
985 1.5914741646315413 -0.29231259019224365 0.00014897650156297775 blue-collar divorced secondary no
990 0.4567268144634414 -0.15241319089909608 -0.3462341590469799 management married tertiary no
995 -0.2997714189819585 -0.017498330773162814 0.8006788897693066 blue-collar married secondary no
1000 -0.6780205357046585 -0.40330166231554837 0.4273548436780992 technician married secondary no
1002 -0.20520913980128352 -0.060033065000058033 0.1502483352392649 admin. single secondary no
1005 -0.016084581439933555 3.1021585826806835 0.09251781264784109 management married tertiary no
1017 0.7404136520054664 -0.6236182935064197 1.1316672192934698 blue-collar married secondary yes
1021 0.36216453528276643 1.30373685114977 -0.29620103946774595 admin. married secondary yes
1027 -0.016084581439933555 -0.39599100487030076 -0.7234069066442822 housemaid single secondary no
1031 0.7404136520054664 8.10862972223071 -0.6541302795345736 retired single primary no
1037 0.17303997692141643 0.44672841700006083 0.2041301563245938 management married tertiary no
1042 -1.0562696524273585 -0.4458363965424436 -0.5502153388700107 admin. single secondary no
1060 0.6458513728247914 -0.09160181305908183 0.48123666476342813 management married tertiary yes
1066 -0.2997714189819585 -0.22684897579616273 -0.019094531028911628 technician married secondary no
1072 -0.48889597734330853 -0.3335181139745484 -0.049884143077671 housemaid married secondary no
1073 -1.0562696524273585 -0.2315012123522294 -0.8658088623697943 management single tertiary no
1075 -1.4345187691500585 -0.32188752258438175 -0.9081445789368384 unemployed married tertiary no
1077 -0.2997714189819585 0.18786468291606567 -0.38472117410792916 admin. married tertiary yes
1078 -0.8671450940660085 -0.4727529080454007 0.015543782525942663 technician single tertiary no
1086 0.8349759311861413 0.5324624906761465 -0.36932636808354946 self-employed married secondary no
1088 -0.20520913980128352 -0.33451502180799125 -0.8003809367661806 management single tertiary no
1089 1.0241004895474914 -0.46810067148933404 -0.8042296382722756 services married primary no
1090 -0.9617073732466834 -0.6395688188415054 -0.7234069066442822 blue-collar single primary no
1099 1.5914741646315413 1.2811402735917319 1.9206510280429288 housemaid married primary no
1104 -0.39433369816263353 -0.18996338595877704 -0.4347542936871631 blue-collar single primary no
1109 1.6860364438122162 -0.4724206054342531 -0.40396468163840377 technician married secondary yes
1125 -0.2997714189819585 0.5234903201751607 -0.6656763840528583 blue-collar divorced secondary no
1126 3.388157469064366 -0.27004831524535317 1.9321971325612135 retired married secondary no
1139 1.0241004895474914 -0.38037278214636266 1.6319984150858096 entrepreneur divorced primary no
1145 1.6860364438122162 -0.4727529080454007 -0.6425841750162888 self-employed married primary no
1147 0.26760225610209143 -0.5332319832742674 -0.977421206046547 blue-collar married secondary no
1150 -0.48889597734330853 1.506773746560965 -0.48478741326639707 technician divorced secondary no
1153 -0.016084581439933555 -0.35013324453192934 -0.981269907552642 management divorced tertiary no
1163 -0.5834582565239835 -0.14809325695417705 -0.8157757427905603 unemployed married secondary no
1171 -0.48889597734330853 -0.4727529080454007 1.4357146382749686 admin. single secondary no
1176 0.8349759311861413 -0.6289351352847816 0.9315347409765339 management married tertiary no
1179 -0.39433369816263353 1.2239842244743415 -0.07682505362033544 management married tertiary yes
1180 -0.9617073732466834 -0.2614084473555151 0.33883470903791607 technician married tertiary yes
1195 1.6860364438122162 -0.4112769249830912 -0.33468805452869516 self-employed married tertiary no
1200 1.5914741646315413 -0.005203134160700913 -0.7926835337539908 self-employed married secondary no
1202 -0.016084581439933555 -0.25542700035485794 -0.4809387117603022 services divorced secondary no
1205 -0.20520913980128352 -0.4727529080454007 1.7974925798478911 blue-collar married unknown no
1206 1.8751610021735663 1.5263796006186745 1.562721787976101 management married tertiary yes
1212 -0.48889597734330853 -0.30992462858306746 -0.21922700934584752 management single tertiary yes
1217 0.26760225610209143 -0.382698900424396 -0.6541302795345736 blue-collar married primary no
1226 -0.8671450940660085 -0.4710913949896626 -0.7003146976077127 admin. divorced secondary no
1229 -1.3399564899693834 -0.49900481432606264 0.46584185873904843 blue-collar single primary no
1232 -0.48889597734330853 0.032679363510127644 -0.08067375512643037 technician single secondary no
1238 -0.9617073732466834 -0.4720883028231055 -0.5848536524248651 blue-collar married primary no
1240 -1.3399564899693834 -0.4548085670434293 -0.6425841750162888 services married secondary no
1245 0.36216453528276643 -0.4727529080454007 -0.8696575638758892 admin. single secondary no
1249 1.7805987229928912 -0.3089277207496246 1.566570489482196 blue-collar married primary yes
1257 0.9295382103668164 1.2053752782500748 -0.7272556081503772 blue-collar married primary no
1265 -0.9617073732466834 2.10059851268176 0.4350522466902891 unemployed married tertiary no
1279 -0.8671450940660085 -0.16936062406762467 2.3824952087743196 management married tertiary no
1284 -0.016084581439933555 -0.19062799118107226 -0.7388017126686619 blue-collar married primary no
1289 0.6458513728247914 -0.271045223078796 -0.9042958774307435 admin. married primary no
1290 -0.6780205357046585 -0.44650100176473884 0.5466645903670417 blue-collar married primary no
1291 1.3077873270895164 -0.45248244876539595 -0.5810049509187701 technician divorced secondary no
1292 0.7404136520054664 -0.11021075928334849 -0.835019250321035 technician married secondary no
1295 -1.6236433275114084 -0.4155968589280103 -0.7580452201991364 management single tertiary no
1306 0.7404136520054664 1.4123998049950413 0.3580782165683907 services married secondary no
1307 -0.016084581439933555 0.01207660161897527 -0.7003146976077127 blue-collar married secondary no
1319 0.7404136520054664 0.06657422984718477 3.144538106981114 management married secondary yes
1330 -1.3399564899693834 -0.6668176329556101 0.5659080978975164 blue-collar married secondary no
1345 -0.11064686062060855 -0.449824027876215 0.9199886364582491 management divorced tertiary no
1364 -0.6780205357046585 0.16061586880196094 -0.7541965186930416 management married tertiary no
1367 -0.11064686062060855 -0.41659376676145315 -0.8504140563454146 technician married secondary no
1368 -0.39433369816263353 -0.2879926562473246 -0.24616791988851197 self-employed single tertiary no
1375 -0.20520913980128352 2.558179208232031 -0.4501490997115428 technician married secondary no
1376 -1.2453942107887084 0.014402719897008602 -0.8619601608636994 management single tertiary no
1379 0.4567268144634414 -0.350465547143077 0.11176132017831569 admin. married secondary yes
1390 -0.39433369816263353 -0.2723744335233865 1.9591380431038778 blue-collar married unknown no
1396 -0.8671450940660085 -0.24446101418698654 -0.7811374292357061 blue-collar married secondary no
1400 -0.5834582565239835 -0.4720883028231055 1.4972938623724874 technician married secondary no
1403 -1.1508319316080335 -0.16969292667877228 2.005322461177017 blue-collar married secondary no
1405 -0.39433369816263353 -0.46045771143293884 -0.9235393849612181 blue-collar married primary no
1420 -1.1508319316080335 -0.32255212780667697 -0.7888348322478959 technician single tertiary no
1422 3.577282027425716 1.1016968635720177 -0.4347542936871631 retired married secondary no
1426 -0.2997714189819585 -0.42058139809522455 -0.7965322352600858 entrepreneur married secondary no
1436 -0.6780205357046585 -0.48205738115753405 1.1932464433909886 entrepreneur married tertiary no
1450 0.7404136520054664 -0.10622312794957707 0.63133602350113 self-employed married secondary no
1455 -0.20520913980128352 -0.46810067148933404 -0.5771562494126752 technician married tertiary no
1456 -0.48889597734330853 -0.6133169125608435 -0.6079458614614346 admin. married secondary no
1457 -0.7725828148853335 0.7554375427561988 0.15794573825145475 management married tertiary no
1461 -0.2997714189819585 -0.4727529080454007 -0.7426504141747569 technician single tertiary no
1462 -0.7725828148853335 0.43343631255415604 -0.22692441235803737 unknown married secondary no
1466 -0.7725828148853335 -0.449824027876215 -0.7195582051381872 admin. married tertiary no
1467 1.1186627687281663 -0.4727529080454007 -0.7080121006199025 services divorced secondary yes
1476 -1.1508319316080335 -0.4697621845450722 -0.007548426510626865 blue-collar single secondary no
1478 -0.5834582565239835 2.0348025956745315 -0.488636114772492 technician single tertiary no
1481 -0.11064686062060855 -0.4089508067050579 -0.7426504141747569 management single secondary no
1485 -1.1508319316080335 -0.4352027129857198 0.24646587289163793 technician single secondary yes
1487 -0.7725828148853335 -0.445504093931296 -0.7734400262235162 entrepreneur married primary no
1494 -1.3399564899693834 -0.5139584318277055 -0.18073999428489831 services single secondary no
1500 -1.0562696524273585 0.10645054318489905 -0.27695753193727135 services married secondary no
1505 -1.0562696524273585 -0.43154738426309597 -0.3962672786262139 admin. married secondary no
1509 0.07847769774074144 -0.16171766401122942 2.5672328810668756 admin. divorced secondary yes
1519 0.7404136520054664 -0.21721220007288178 -0.02679193404110147 unemployed married secondary no
1521 -0.2997714189819585 0.07986633429308954 -0.18073999428489831 blue-collar married secondary no
1523 -0.6780205357046585 0.25100217903411326 -0.8581114593576045 technician single secondary no
1528 -0.9617073732466834 -0.4674360662670388 0.4735392617512383 blue-collar single secondary no
1533 -0.8671450940660085 0.09913988573965142 1.4857477578542027 blue-collar single secondary no
1545 1.4023496062701912 -0.4727529080454007 -0.42320818916887837 admin. married secondary no
1547 1.2132250479088413 0.04032232356652288 -0.688768593089428 entrepreneur married tertiary no
1551 -0.7725828148853335 -0.3913387683142341 -0.042186740065481156 blue-collar married primary no
1559 -0.9617073732466834 -0.4249013320401436 -0.8504140563454146 admin. single secondary no
1563 1.3077873270895164 -0.40496317537128645 0.7352509641656929 entrepreneur married secondary no
1576 0.6458513728247914 -0.43387350254112933 1.4280172352627787 management married secondary no
1578 -0.11064686062060855 -0.12682588984072943 -0.734953011162567 management married tertiary no
1582 0.4567268144634414 0.37727717127020843 -0.6040971599553396 blue-collar married primary no
1595 -0.8671450940660085 -0.4631161323221198 -0.4155107861566885 technician single secondary no
1598 0.6458513728247914 0.025368706064880026 -0.9504802955038826 services single primary no
1606 -0.016084581439933555 1.0837525225700462 -0.9004471759246486 blue-collar single unknown no
1607 0.5512890936441164 -0.09093720783678659 -0.7003146976077127 management divorced tertiary no
1609 -0.7725828148853335 2.186997191580141 0.5774542024158011 management single secondary no
1610 0.7404136520054664 -0.13413654728597704 0.08097170812955633 blue-collar married primary no
1612 -1.1508319316080335 -0.3348473244191389 0.7121587551291234 management divorced tertiary no
1622 0.36216453528276643 -0.5335642858854149 0.5043288737999977 blue-collar single primary no
1624 1.5914741646315413 -0.4342058051522769 1.2163386524275581 technician married secondary no
1625 -0.48889597734330853 0.1074474510183419 -0.9581776985160724 services married secondary no
1630 -0.8671450940660085 -0.4724206054342531 0.5197236798243774 management divorced tertiary no
1632 -0.016084581439933555 -0.4544762644322817 -0.3038984424799358 technician married secondary no
1635 -0.7725828148853335 -0.24446101418698654 -0.7388017126686619 blue-collar married secondary no
1641 -1.3399564899693834 -0.4651099479890055 1.2548256674885072 blue-collar single secondary no
1651 0.36216453528276643 -0.043750237053824706 -0.2885036364555561 blue-collar married primary no
1655 -0.8671450940660085 -0.3089277207496246 0.096366514153936 technician single secondary no
1657 -0.2997714189819585 -0.2504424611876437 -0.5194257268212514 admin. married tertiary no
1665 0.9295382103668164 0.2706080330918228 1.36643801116526 blue-collar married secondary no
1673 -0.48889597734330853 -0.047073263165300895 -0.5579127418822006 admin. single secondary no
1675 -0.6780205357046585 0.08086324212653238 -0.9004471759246486 blue-collar married primary no
1676 -0.11064686062060855 -0.41692606937260074 -0.05758154608986084 admin. married secondary no
1682 -0.6780205357046585 -0.3348473244191389 -0.5425179358578209 unemployed single tertiary no
1692 0.07847769774074144 -0.4727529080454007 -0.688768593089428 management divorced tertiary no
1698 -0.9617073732466834 0.6181965643522321 -0.02294323253500655 management single tertiary yes
1701 -1.1508319316080335 -0.3112538390276579 -0.6502815780284787 unemployed single secondary no
1702 0.9295382103668164 -0.35877311242176746 -0.7157095036320924 retired divorced secondary no
1703 -0.11064686062060855 -0.30427548419355793 -0.5001822192907768 unemployed divorced secondary no
1711 -0.8671450940660085 0.2533282973121466 0.34653211205010587 technician single tertiary no
1712 -1.1508319316080335 -0.37007140120078647 0.7968301882632117 blue-collar single secondary no
1718 -0.39433369816263353 -0.238811869797477 -0.3808724726018342 blue-collar married primary no
1720 -1.0562696524273585 -0.47142369760081027 -0.6926172945955228 blue-collar single secondary no
1723 0.36216453528276643 -0.44051955476408167 2.5364432690181165 blue-collar married primary no
1729 1.1186627687281663 0.3241087534865894 0.2041301563245938 admin. single secondary yes
1733 1.4023496062701912 0.5813109745148465 -0.4809387117603022 management married tertiary no
1737 1.6860364438122162 -0.3581085071994722 -0.8696575638758892 housemaid married secondary no
1738 0.26760225610209143 0.211125865696399 1.5280834744212466 management divorced tertiary no
1742 1.3077873270895164 -0.4229075163732579 -0.538669234351726 retired married primary no
