d1,d2,c1
20.531673860728006,3.6025434019664617,in
1.5985563676584305,12.715372087516222,in
5.303193062373621,8.483210715164386,in
-14.555877579320233,-2.409014121979856,in
-9.641850769394281,11.293766207972327,in
14.233835246449955,-11.515866189402125,in
4.567813099265353,11.221863910979257,in
14.140396906779678,-20.616507737591117,in
-15.74478038199841,-1.9780169629482445,in
-0.5149714018588307,-5.0560568476177945,in
-12.62861839836248,8.02045785918944,in
-11.662362662892074,-6.124877450897003,in
-9.235828844338691,7.816457089430474,in
-9.751037317136147,-0.8087585977643004,in
0.10225726391331832,0.2224145316309662,in
0.7813684469338709,20.304556466794143,in
-7.296100350525263,14.80546504901936,in
0.11399367544327034,17.52936534911885,in
-3.4740993924668633,-2.29337883380392,in
4.235299454125575,-17.585941595422238,in
16.557364308015828,-0.024285663254874756,in
11.613306860557111,-4.525821495177062,in
-3.327770606511265,-5.644839595324983,in
-3.5994008266437625,-1.1783350373340737,in
2.094591192844734,-0.41088286517845984,in
-10.895692775790932,9.177040668202332,in
7.296317342682272,18.49589992437297,in
-7.047452545851291,-7.237377716388169,in
-23.40275436659479,-4.9356356305232705,in
-16.300467715752728,-17.291767790336277,in
-20.437434866021654,14.844155804071871,in
-15.881680374330408,-32.72179391512387,in
-4.738819889885546,-3.457713789167597,in
12.223796432308387,2.4762370654972843,in
8.44569918562116,-2.4502701683981405,in
-5.5105475774113755,-1.067276908298088,in
-1.5239397367662288,4.864466070231378,in
-15.522474199692216,-5.347852584793285,in
10.783843557232235,1.212668595144439,in
9.558402509555041,-0.985774568827805,in
-6.144621965749543,16.520245366849025,in
-2.8363003146024646,-8.076229194612413,in
-3.7321126649239518,-2.5513025333770116,in
24.641260264748826,5.427592535953938,in
4.166294684599809,16.847630591182444,in
-6.97412320914247,21.48890614911251,in
-10.03452245330324,-3.464351765430043,in
6.350310088997311,-6.091110571140559,in
13.917323611820686,-4.650074341221256,in
3.5501944485368657,-9.881988920254493,in
-3.114625078628302,-13.519505753932021,in
-5.451049756480137,-5.885830582174657,in
2.164247797291412,-9.717435996149367,in
-21.16539285322593,-5.510345158537744,in
6.760848583905311,-2.2125196691848865,in
-4.4816440708441005,1.4903168215272733,in
9.080693010714175,3.384724602622571,in
6.815023473814096,6.990122358231008,in
7.29980578187135,-5.458270878402911,in
-7.121984034221778,-3.5236081108337896,in
6.7972792737217365,3.9705284959322587,in
-7.636740249679011,-8.760903234739054,in
19.841397073328864,1.2087871562055847,in
5.1318940313779144,-0.018124078275983058,in
9.100877572505048,4.971822707380501,in
9.36167536151389,-11.333140913692974,in
-2.75077122943666,-3.810099895418768,in
7.593448325869977,3.672076548891312,in
0.019083830120476323,2.9659738512506397,in
-4.236940535780375,-2.8249342753723656,in
-12.02935491964759,10.408776817310182,in
20.778738005572862,10.885499082586367,in
1.0495696109735382,5.5805896821094825,in
-12.246320379640835,-10.018045978492951,in
1.211727057059373,-1.228091486068256,in
-5.634209393518627,7.523476319014454,in
-4.045576836599504,12.334187093514174,in
-29.1148675699785,1.4215579165344439,in
8.15458066155189,8.123514518431977,in
3.8342477663162717,-1.5951672022371257,in
6.594087032909154,-13.82238094409491,in
1.1992799998641779,-13.037156193953543,in
14.806472534979138,-5.15441525766561,in
14.031118243770324,-12.031050188891378,in
1.2361099824236512,-15.177593793620067,in
10.823849382973565,-1.966566595882167,in
-24.785592933989726,-15.181082588743669,in
-5.470607925541238,-18.263239843226625,in
-2.422472702918068,2.3135651476124255,in
1.3260547886919123,11.35312591905145,in
1.1029298139892545,-8.53794702542584,in
2.852774631164776,-18.011693378255007,in
-0.28441914932671297,-1.683775603781574,in
-8.50595225218079,-0.668543617735527,in
11.081978964731098,-1.336565029957234,in
-6.299416202232483,5.313211526981943,in
1.8435709012627326,6.6415746276065395,in
-0.9801620285444003,-2.906082945064136,in
5.19018144524516,-4.918772684057554,in
-3.1994792669300147,-7.202472490535775,in
9.03665360105206,12.372920892908862,in
6.643317339006867,15.833140268528613,in
-7.626829850968612,-10.045368948537252,in
-1.8170365667070787,-6.104654698919354,in
-1.2153724280672837,12.894093853949766,in
-8.898394920349865,11.678024367360443,in
-8.651731736172025,-1.8910266449388644,in
18.875765112910553,-4.499533726634507,in
3.0890547280536444,-15.265181979301957,in
-12.625715673496984,7.742843337376593,in
-14.70186914756795,7.993269532563213,in
11.047714074803721,19.32973412112109,in
-12.797322679641923,-7.6922659579569235,in
-9.841794701944535,-2.4739505809614717,in
2.749499182873276,6.166815211038845,in
-6.022353373544249,-16.659800595549083,in
0.8030760276110432,6.982303095563445,in
21.290947405278736,8.50952830097482,in
10.721749598700239,4.891982538392956,in
-3.677403569458338,-7.020744806115259,in
-2.339515700153166,-9.534907512331333,in
5.547297129156778,-26.19713448399952,in
-3.485794958109345,12.04213567179264,in
-2.4666192690752835,-0.21011819420861624,in
9.293294615622665,0.06125361070261291,in
0.10548045309790331,19.136059200795025,in
7.076899163437364,-1.1397542166461452,in
-9.647742052655271,8.823375136213608,in
9.389782156354773,2.2223928929566243,in
3.412576418732459,-8.330013550835467,in
-11.93730152352009,3.157377119144545,in
12.730874577703052,-2.7992964467200454,in
5.581895384156463,-7.666446973265966,in
-1.8063994878182312,-9.732284138948518,in
-12.51006558878327,0.875206788721298,in
-3.714594256503413,2.281277119053057,in
0.7740188089226734,7.470188305057387,in
-27.43781911979565,-7.955782564114326,in
2.0108493229251536,12.740990396203436,in
5.66184681492164,-8.699111830420483,in
-7.809737868843261,-11.473185696189967,in
8.821191307479928,-0.3961380223153765,in
-0.8022254111467653,6.572435258390808,in
21.664446821238194,-9.16630403172549,in
5.342281462408173,-9.71310834726708,in
-2.0786439653432307,-0.6420426319865324,in
-0.90541660528101,-7.515698397556622,in
-6.192887405875016,6.3179915653271,in
-8.262869956419435,4.45049915504186,in
-11.511189749687691,1.93124754488195,in
11.288854808322824,-0.938365025305554,in
-17.703704919140787,-1.9031070371590733,in
12.730449687489834,7.146175704130222,in
-0.7750855639266546,2.7758673889428764,in
4.83798622426269,7.890154916156728,in
-15.156783936118604,-2.656899479034468,in
13.040858825960406,-3.9355088585136193,in
12.405999171826444,-8.827536335897854,in
1.9349888643152566,0.016980231344277275,in
-20.846383790948224,-0.1522190793096531,in
14.736104023344573,-9.120471136590847,in
-2.583468943444637,-3.6717788704736556,in
2.4145293293870242,8.17961718124072,in
-22.260636061339984,8.544475007232187,in
-10.28192171158395,6.228311508437686,in
-13.58298551398345,11.429350350588791,in
15.168842081943017,-1.0711856207520354,in
-3.251654524808086,-19.19547664410857,in
4.241697577200329,-0.09185296903190743,in
-3.9571588010211385,-8.009474968261957,in
-15.767110980762713,-8.915939802973732,in
13.341430451211934,11.170754083515632,in
-11.327693283248006,0.7159833881945431,in
-9.758729212875638,-15.173313096498928,in
-5.516212143990328,-0.35443136816445514,in
-6.059437980692066,2.2424769937312323,in
-16.34603688535625,10.314739284014852,in
6.705231991187982,-23.649556517435638,in
7.172576896874303,-1.467779360747345,in
-8.273496869400972,2.9777591939112353,in
12.806402773421288,-6.557142920136696,in
7.1104974152640885,7.03022190843954,in
-4.658589909220906,-1.8043643485579441,in
-11.235708106492515,4.50176425222956,in
-6.866527591692973,10.976329868528257,in
6.947489651192905,9.996268708092035,in
12.748587856693645,-1.9576133569155765,in
-6.133471255128117,10.824759523271625,in
-10.146560623661191,10.341766618321977,in
-8.833139734415356,-6.877514267567234,in
8.955731930966943,14.925090168686886,in
4.663948192123236,-14.40215104880372,in
8.410563156116142,-6.037020093290517,in
8.957110510607233,-17.828338187658947,in
7.074710353617634,-19.700849531335358,in
-11.603977124928317,1.602739233833602,in
3.972999221618412,12.346620366217785,in
-5.376900812503054,17.345774392384207,in
11.95202637321671,1.5241082376470125,in
-17.860381934207172,11.308955172114889,in
-0.3812683432984318,-3.337284119436737,in
0.7226368178709954,3.366053354022161,in
4.244578495533825,-0.7214193707131068,in
-10.921946844594991,12.153238647804457,in
10.41257472603321,8.309515307455547,in
1.2323488728983638,11.58733646776437,in
1.381511621935567,-1.5885620761570476,in
12.636673380556571,6.768956545641976,in
-1.8250602634515505,2.7274878549512236,in
12.77676600672734,1.880982112830424,in
2.261439020759102,-20.28610012199492,in
-10.593562273395712,-17.488034830742265,in
4.502866374187747,-1.655240302377912,in
-5.266074118617588,-1.5273510583489216,in
3.3134504453451408,-21.067566480913825,in
1.2568894127520607,0.712036737048364,in
-11.658710366594294,-11.30136032369772,in
3.1552759857748427,16.17836818650455,in
-13.701154494147117,12.695625648307177,in
-3.1839604329487075,-13.561096327439879,in
2.403328999351263,6.658014666002017,in
-13.496056324195013,17.63062687321065,in
1.8392804873773796,1.1876268764128612,in
-7.631094189303348,10.655887530379161,in
4.191632616511083,-9.653389889533411,in
16.105495596637866,-4.649300668972063,in
14.915657022607318,9.635698831731142,in
6.507751544151647,-8.412012168848939,in
7.849325802616138,-5.742399138109503,in
-19.33016733837388,-3.7219549853425664,in
-7.536017519055722,-0.7603668849063484,in
-3.5464788356300687,10.37132798976481,in
-7.4245554211860885,17.4163394684883,in
5.711033760214579,-19.91359634138173,in
8.362776879366615,-0.05643210405133375,in
4.8951024076712075,-0.16252481016728823,in
-6.806135613896186,-2.4276718060818014,in
6.83070029325306,8.705434890929798,in
-18.964282156826492,-8.29726262269264,in
1.5393146951761798,2.5035746227837885,in
9.389656948878851,12.574809674504221,in
-2.239800595027421,-6.427522172499037,in
3.2732160991122434,-3.3442229909697945,in
-20.20292111953436,-3.38617599366167,in
4.932446652820366,-4.964015950486779,in
-20.094581209253747,0.09474921212433678,in
5.234381401265027,3.940664282633099,in
-7.75775679391677,10.69380871478076,in
-1.0491032219466592,10.831815724227416,in
9.401063504279993,14.334219869606699,in
3.84900182054543,11.39361120460155,in
-0.645240883705359,2.3856015757476814,in
1.8805643517843489,-6.393613221657444,in
12.39947664113007,-9.56959127775443,in
2.8659640620700544,-29.618650234399063,in
-0.9534296870825465,1.4962170850207226,in
0.6513365869064748,-0.07032429095918817,in
-16.414943679048516,-3.3377102854443907,in
-0.28337533733225423,1.6255351914917828,in
3.344054852719605,-2.0171450194015756,in
-6.838895718584235,-2.2102803252102095,in
0.05178798067211042,-9.9364927350348,in
-10.484711639730886,2.8045996848086063,in
14.164187779745083,-0.32001792889169045,in
-3.012995581005686,-10.800935100334543,in
9.774470987229936,3.5418726794036095,in
-11.271863272769613,5.578860856045845,in
2.602261385686382,-2.254054073697455,in
-18.874110355527126,5.737204556177015,in
-3.9618725239126578,0.3427853201867316,in
4.530471223627569,6.682012244940778,in
-12.316103894685611,-4.902968971944846,in
-1.0014846198965306,1.8704837066464384,in
4.304655222551142,-2.53424468960257,in
1.4863588029894959,7.998153682279595,in
-8.30094881559819,6.680846874268972,in
3.405336699681569,4.758653680161473,in
2.15526266569883,6.495688791696269,in
7.640281861370548,10.892431545807082,in
-2.967090318119835,-5.6523323779765136,in
-4.504893085838813,-2.094926100665268,in
-2.2413791674135517,7.365262296577223,in
-2.00070489741877,-7.450078187276068,in
-12.283043499780483,3.736346683934802,in
-5.450056097055073,1.8210560420963544,in
1.2591846308190122,-6.8256567966494615,in
-0.999606250913906,15.967172011023578,in
11.37767020719026,6.217808537648425,in
4.110998576869802,-2.1915141568280694,in
3.1526095715227553,19.06197945917438,in
-3.1672999667781445,-11.507462744258042,in
8.537045165419286,1.6164972044802846,in
9.891059265852592,12.337563644180245,in
-10.807867753841222,-6.776056068792801,in
2.627829182258419,10.881660116062712,in
1.293954532438533,12.055169824602983,in
8.682228741854143,-15.356563613245903,in
-10.374828537778278,-1.0380875389949005,in
11.236551115046481,8.593820780672072,in
-14.135148403888316,-11.62819985104495,in
3.970348407293316,-9.422189069482897,in
5.112183665333151,-7.514587204634765,in
7.545588211657419,6.050215005906661,in
2.6888493148446524,-11.43491415687447,in
3.9218961137064823,-7.477776864791389,in
14.50603784734582,-8.179768803782418,in
5.679787423301445,9.242677403272086,in
-3.7143690308891464,19.566137747970927,in
-0.9327627781086705,-1.8012657894324355,in
6.009278376122653,-9.114703560002965,in
18.756000880046216,-5.022674599440809,in
-10.79490119090793,9.07207567772809,in
-1.0469365243613662,0.46883645340911195,in
10.570076618853541,1.232228392902184,in
-22.272558945291404,-9.8190862240743,in
-9.97746789686726,10.327607184971882,in
8.72310329390958,3.993949149606142,in
0.8866548851301623,-1.200157644249758,in
1.6689251091044093,-1.7480051662872196,in
2.8370891631066995,-7.3814880034770916,in
3.63828516438495,-7.059903488101694,in
0.8591727668104854,-7.058936539869474,in
-1.8140478696103612,-3.5368093386292063,in
-7.318090805287737,-4.8043480256207785,in
5.925028478024657,7.073739600644879,in
-14.43239683287721,13.984487315972665,in
-5.924512854545737,18.57065633260547,in
-4.092650243894667,2.8082898458191714,in
-14.950818446350773,-2.1998284079684853,in
-18.981390663254896,-0.23350824225766395,in
4.975301772389082,-3.2816058372827523,in
-7.016059509241325,5.973028535233382,in
11.514049488398046,7.030390412983559,in
5.660154682413716,16.02233781680507,in
6.02808598122512,-3.806609012861633,in
12.553809701952739,-16.626086765386802,in
5.622880774932807,2.9602691247038253,in
-16.044454225726255,-4.503345509644702,in
13.329622706607402,-8.614166230602741,in
-12.457247695523158,8.087913106483445,in
-17.244926492562108,-2.067059042002538,in
0.17046856989975917,-20.46405257678588,in
19.543666377789005,-9.053082947566214,in
-1.34544377626731,-4.01928516062728,in
18.35681964496515,4.742592556316815,in
-15.325680512182663,-5.706827448421821,in
-9.295208624890773,-15.992186431993442,in
24.708171312808073,-7.916158814267082,in
5.525259308682782,1.78791691749982,in
11.443002172566166,10.538464441280643,in
6.539757506063192,10.491804989281954,in
14.37617084606055,11.582454210412624,in
-13.23526545743656,0.19487448196123136,in
10.506512689569075,-14.387566857017834,in
12.608524481477744,-6.651571533807416,in
-6.78585445049813,-13.838052975778169,in
-15.116371600849467,14.24267544663563,in
7.569834628740636,9.842547166400292,in
-3.050497333735663,22.739243437232624,in
-1.5211071750363694,-0.8673708700686205,in
18.721896599031286,8.536053335129754,in
-11.745667730481959,21.21662860684379,in
-9.057113887268326,-10.07605465391759,in
9.229974954979113,24.503653502774444,in
-15.320314329574096,2.3540899299446045,in
-2.8938380666497543,-4.312714795871862,in
-15.6929445390153,-13.093012853885426,in
-0.01902756752020254,14.57579894279858,in
5.715174616648088,-11.235003337981297,in
0.9525885563849007,-0.2225268214328517,in
9.612620413216874,1.309272642278615,in
-15.034199524919003,-4.357280603384652,in
7.589938538099085,-17.755348229555704,in
1.7102017461523968,-5.633133991962568,in
8.976280519940769,-7.650382635690599,in
0.9532921186637722,3.5642911294599062,in
-3.826127945203121,-3.7304886752587025,in
-15.944780261082014,-2.905499784524812,in
17.704440797534687,-3.594069717074216,in
-16.767735563236474,-1.3164006351618087,in
-8.766502578553617,19.659016427578727,in
-3.515287805182328,-18.42560767486121,in
8.993956549668153,5.542055844125064,in
-2.2268426062182787,13.72275405791486,in
4.098081786589267,10.926847779615292,in
-26.734892061547523,-8.756765950522487,in
-0.2782061147230375,-2.582372191118208,in
8.678206748656681,-1.8701395689163278,in
-5.996163749542709,-26.76166988638,in
-14.037800906612796,-15.029061477763312,in
0.32419950591653957,-0.7109458189906935,in
-4.726445778795628,2.480509831857058,in
-16.315272053778404,3.288069131378934,in
-13.000862263034529,-10.920182360505898,in
-1.7356399565255947,-6.17506345707176,in
7.277715539722319,-14.339884293798653,in
2.491490126564565,0.48491063234096166,in
8.812229846502632,1.0521554892324985,in
-10.318285781774888,1.95806939662715,in
-14.221073498400754,16.215757716808234,in
-16.288938887939267,-1.177308494420806,in
-25.209197866126804,1.6864228082538397,in
2.5877499966096074,-1.284453233913919,in
4.396754758761897,9.451664023659022,in
0.11734683024338449,-19.012645845358165,in
-0.3957567974158865,13.347373735102693,in
1.7120301968829608,-5.112926257217439,in
10.48478077259323,2.0974765111126716,in
2.7482798110078868,-3.617904964855263,in
-5.531900854173783,18.40748507706857,in
13.252409217109676,-7.48256668078416,in
6.8062663374456225,4.054998318089735,in
-3.1026211705781677,16.481548458184747,in
7.954612242645666,-9.403848821506402,in
17.42389245538974,22.976820594470308,out
-6.303944602317856,19.98664866859617,out
35.418460241055854,10.753888362255836,out
54.599489187515516,9.468002521904692,out
46.94536391388729,26.202063891624153,out
38.593164828803346,-12.869245113740444,out
5.728763381533217,-4.946408652949202,out
38.850899569956795,6.679110443639104,out
3.0982662106668633,11.146019124028166,out
9.227858389007878,20.077182888225238,out
11.47293798505468,23.569687036075017,out
-13.828402567300305,12.018712684892073,out
48.51940754178485,36.6055874374338,out
25.704068089301558,8.6066114324784,out
62.350488877942894,14.284350669323686,out
-4.572186676716017,22.2579679731428,out
29.213625057766265,45.79192732305193,out
-1.6729796338208978,-5.613586663966627,out
36.720641202440774,-13.156855091095068,out
3.6483457126143204,49.30201276830311,out
38.14469157969561,14.94412927149292,out
9.754358194872424,-9.553027682515562,out
7.61986595351072,4.7922161546576625,out
7.593221559727011,47.616157107754,out
39.02596245918967,-1.2971255676213502,out
-2.1749364421791366,16.167444566422553,out
-6.455043116485751,3.3756711713621312,out
27.345510283883534,4.943639394206752,out
-11.694050095948313,3.619015270305715,out
44.44331612492662,28.85841434353249,out
2.1732723443575717,45.29439056980391,out
-16.339250627010703,18.94862937636936,out
13.655720945849662,16.731023336441826,out
-18.516344302051685,10.43229042998405,out
20.64349009248566,8.52576304341146,out
33.23141480045195,-2.3908673067272996,out
39.357226701540355,-8.19621140463958,out
10.567593178544337,17.82233229221417,out
3.708469489185072,20.231365942949083,out
21.193743572033945,41.145732675641995,out
3.476916696024186,45.572760917434884,out
27.921983391285448,-5.411770317856464,out
24.129548753725288,2.8621917784532434,out
30.838678872206987,4.613382943920219,out
11.837004797663967,-14.543170007993929,out
47.71637940065766,18.772399709515707,out
15.78469109796043,27.13322704760272,out
-10.752782599540147,0.7556319391714723,out
45.41680451404104,3.7091813511510807,out
35.63532357555121,10.18686139818055,out
